datetime	tstart	tfinish	type	group	site	treatment	block	temp.C	pres.kPA	PAR	NEE	Rsqd
11.08.2016 16:27	1	60	photo	sun	elev3500	c	7	20,11	65,68		0,45	0,57
11.08.2016 16:52	20	80	photo	sun	elev3500	c	6	22,11	65,68		-0,54	0,75
11.08.2016 17:17	10	80	photo	sun	elev3500	c	5	22,11	65,68		-4,79	0,99
11.08.2016 13:50	10	80	photo	sun	elev3500	otc	3	28,99	65,7		-3,94	1
11.08.2016 14:33	40	80	photo	sun	elev3500	otc	1	23,11	65,64		0,05	0,07
11.08.2016 15:04	20	80	photo	sun	elev3500	otc	2	21,6	65,63		-0,32	0,15
11.08.2016 15:45	20	80	photo	sun	elev3500	otc	4	19,06	65,67		1,66	0,91
11.08.2016 16:35	20	80	photo	sun	elev3500	otc	7	22,11	65,68		-1,67	0,94
11.08.2016 17:02	40	80	photo	sun	elev3500	otc	5	22,11	65,68		0,82	0,94
11.08.2016 17:38	40	80	photo	sun	elev3500	otc	6	22,11	65,68		2,4	0,98
11.08.2016 13:18	1	70	photo	sun	elev3500	tt0	4	28,28	65,97		-3,55	0,95
11.08.2016 13:44	10	70	photo	sun	elev3500	tt0	3	32,11	65,71		-4,38	0,98
11.08.2016 13:59	10	70	photo	sun	elev3500	tt0	1	26,11	65,68		-6,2	0,99
11.08.2016 15:13	1	60	photo	sun	elev3500	tt0	2	19,87	65,63		-1,31	0,95
11.08.2016 17:10	40	80	photo	sun	elev3500	tt0	5	22,11	65,68		0,63	0,85
11.08.2016 17:30	10	70	photo	sun	elev3500	tt0	6	22,11	65,68		-4,57	0,98
11.08.2016 13:24	10	80	photo	sun	elev3500	tt1	3	30,88	65,92		-4,39	0,98
11.08.2016 14:14	10	70	photo	sun	elev3500	tt1	1	25,61	65,66		-3,82	0,97
11.08.2016 15:30	1	45	photo	sun	elev3500	tt1	2	20,48	65,66		-1,85	0,97
11.08.2016 16:10	20	80	photo	sun	elev3500	tt1	4	19,06	65,67		7,83	0,96
11.08.2016 16:17	20	80	photo	sun	elev3500	tt1	7	20,04	65,68		6,84	1
11.08.2016 13:37	1	60	photo	sun	elev3500	tt2	3	31,01	65,78		-1,57	0,98
11.08.2016 14:24	20	80	photo	sun	elev3500	tt2	1	24,69	65,65		-2,69	0,94
11.08.2016 15:37	10	80	photo	sun	elev3500	tt2	2	20,11	65,64		-5,28	0,99
11.08.2016 15:54	10	70	photo	sun	elev3500	tt2	4	19,09	65,67		-4,23	0,99
11.08.2016 16:43	10	70	photo	sun	elev3500	tt2	6	22,11	65,68		6,85	0,99
11.08.2016 17:23	40	80	photo	sun	elev3500	tt2	5	22,11	65,68		-2,22	0,98
11.08.2016 17:46	10	80	photo	sun	elev3500	tt2	7	22,11	65,68		3,56	0,97
12.08.2016 13:23	10	80	photo	sun	elev3850	c	7	17,61	62,71		14,14	1
12.08.2016 09:45	10	80	photo	sun	elev3850	c	1	20,89	62,81		4,2	1
12.08.2016 10:16	1	60	photo	sun	elev3850	c	2	20,61	62,84		1,3	0,98
12.08.2016 10:30	20	80	photo	sun	elev3850	c	3	20,15	62,79		0,98	0,98
12.08.2016 11:43	10	80	photo	sun	elev3850	c	4	24,61	62,74		-4,57	1
12.08.2016 12:33	1	40	photo	sun	elev3850	c	5	19,09	62,74		-6,31	1
12.08.2016 13:08	1	60	photo	sun	elev3850	c	6	17,61	62,71		-0,64	0,83
12.08.2016 10:09	10	80	photo	sun	elev3850	otc	1	22,17	62,84		0,11	0,17
12.08.2016 10:55	20	80	photo	sun	elev3850	otc	2	17,88	62,73		-1,99	0,94
12.08.2016 11:15	10	80	photo	sun	elev3850	otc	3	19,11	62,79		-7,47	1
12.08.2016 11:35	10	80	photo	sun	elev3850	otc	4	23,08	62,81		-3,88	0,98
12.08.2016 12:04	40	80	photo	sun	elev3850	otc	5	27,93	62,8		-2,13	0,99
12.08.2016 13:15	10	70	photo	sun	elev3850	otc	6	17,61	62,71		0,38	0,67
12.08.2016 13:36	10	80	photo	sun	elev3850	otc	7	17,61	62,71		1,82	0,99
12.08.2016 13:02	10	80	photo	sun	elev3850	tt0	6	17,61	62,69		2,27	0,95
12.08.2016 09:54	10	80	photo	sun	elev3850	tt0	1	22,64	62,82		-1,34	0,99
12.08.2016 11:01	10	80	photo	sun	elev3850	tt0	2	17,61	62,73		-4,74	0,99
12.08.2016 11:22	1	60	photo	sun	elev3850	tt0	3	20,71	62,77		-2,23	0,99
12.08.2016 11:57	20	80	photo	sun	elev3850	tt0	4	26	62,79		21,19	1
12.08.2016 13:43	30	80	photo	sun	elev3850	tt0	7	17,61	62,71		1,23	0,9
12.08.2016 12:18	10	80	photo	sun	elev3850	tt1	5	24,11	62,74		-3,19	1
12.08.2016 10:01	40	80	photo	sun	elev3850	tt1	1	22,66	62,83		-0,89	0,94
12.08.2016 10:23	10	80	photo	sun	elev3850	tt1	2	20,11	62,81		5,34	0,99
12.08.2016 10:37	25	80	photo	sun	elev3850	tt1	3	20,61	62,81		0,04	0,04
12.08.2016 11:28	20	80	photo	sun	elev3850	tt1	4	22,84	62,78		-5,49	0,98
12.08.2016 12:54	40	80	photo	sun	elev3850	tt1	6	17,61	62,7		-1,55	0,96
12.08.2016 13:29	1	40	photo	sun	elev3850	tt1	7	17,61	62,71		-1,08	0,95
12.08.2016 10:43	10	80	photo	sun	elev3850	tt2	3	19,07	62,78		-1,86	0,94
12.08.2016 11:08	10	70	photo	sun	elev3850	tt2	2	18,11	62,76		3,01	0,97
12.08.2016 11:49	10	80	photo	sun	elev3850	tt2	4	26,11	62,79		-3,38	0,99
12.08.2016 12:25	20	70	photo	sun	elev3850	tt2	5	22,61	62,74		2,15	0,99
12.08.2016 12:40	1	60	photo	sun	elev3850	tt2	6	17,61	62,78		2,42	0,97
12.08.2016 12:47	20	80	photo	sun	elev3850	tt2	7	16,61	62,77		-4,73	0,98
12.08.2016 13:58	10	80	photo	sun	elev3850	tt2	1	17,61	62,71		0,91	0,51
13.08.2016 10:34	20	80	photo	sun	elev4100	c	1	17,93	60,88		0,41	0,9
13.08.2016 11:48	20	80	photo	sun	elev4100	c	3	20,61	60,84		-1,72	0,87
13.08.2016 12:18	20	80	photo	sun	elev4100	c	4	20,11	60,86		-5,21	0,97
13.08.2016 13:23	1	50	photo	sun	elev4100	c	5	20,61	60,84		-6,58	1
13.08.2016 11:04	20	80	photo	sun	elev4100	otc	1	16,61	60,89		-0,63	0,94
13.08.2016 11:12	20	80	photo	sun	elev4100	otc	2	17,57	60,86		-2,27	0,99
13.08.2016 11:33	10	80	photo	sun	elev4100	otc	2	20,61	60,85		-3,24	0,98
13.08.2016 11:54	10	80	photo	sun	elev4100	otc	3	20,33	60,82		-6,15	0,97
13.08.2016 13:14	1	50	photo	sun	elev4100	otc	4	20,61	60,84		-10,34	1
13.08.2016 13:31	10	80	photo	sun	elev4100	otc	5	20,61	60,84		-5,86	1
13.08.2016 10:50	10	80	photo	sun	elev4100	tt0	1	17,11	60,89		-1,57	0,99
13.08.2016 12:02	1	60	photo	sun	elev4100	tt0	3	20,61	60,85		-1,33	0,94
13.08.2016 12:33	1	80	photo	sun	elev4100	tt0	4	20,61	60,84		-0,1	0,03
13.08.2016 12:51	1	60	photo	sun	elev4100	tt0	5	20,61	60,84		-4,71	1
13.08.2016 13:43	1	60	photo	sun	elev4100	tt0	2	20,61	60,84		-7,08	0,96
13.08.2016 10:27	20	80	photo	sun	elev4100	tt2	1	18,93	60,88		0,37	0,74
13.08.2016 11:26	40	80	photo	sun	elev4100	tt2	2	19,83	60,85		-5,74	1
13.08.2016 11:41	20	80	photo	sun	elev4100	tt2	3	20,11	60,83		-3,33	0,97
13.08.2016 12:42	20	80	photo	sun	elev4100	tt2	4	20,61	60,84		-1,25	0,95
13.08.2016 10:57	10	60	photo	sun	elev4100	tt4	1	16,11	60,87		-1,88	0,96
13.08.2016 11:20	1	70	photo	sun	elev4100	tt4	2	19,11	60,86		-3,92	0,99
13.08.2016 12:11	30	80	photo	sun	elev4100	tt4	3	19,08	60,87		0,77	0,83
13.08.2016 12:26	20	80	photo	sun	elev4100	tt4	4	20,61	60,83		-0,89	0,95
13.08.2016 12:58	10	80	photo	sun	elev4100	tt4	5	20,61	60,84		-2,5	0,98
10.08.2016 12:29	10	80	resp	sun	elev3000	c	1	27,34	69,05		-6,33	1
10.08.2016 12:57	10	80	resp	sun	elev3000	c	2	26,75	68,95		-5,56	0,98
10.08.2016 13:56	10	80	resp	sun	elev3000	c	3	24	68,97		-12,73	1
10.08.2016 15:36	10	80	resp	sun	elev3000	c	5	18,61	68,92		-13,01	0,99
10.08.2016 15:53	10	80	resp	sun	elev3000	c	7	17,36	68,92		-13,76	1
10.08.2016 12:20	10	80	resp	sun	elev3000	otc	1	31,61	69,05		-9,3	1
10.08.2016 12:50	10	80	resp	sun	elev3000	otc	2	27,61	69,04		-20,14	1
10.08.2016 14:05	10	80	resp	sun	elev3000	otc	3	22,41	68,98		-20,96	1
10.08.2016 14:20	10	80	resp	sun	elev3000	otc	4	20,11	68,96		-11,27	1
10.08.2016 15:27	10	80	resp	sun	elev3000	otc	6	18,61	68,92		-8,13	1
10.08.2016 15:47	10	80	resp	sun	elev3000	otc	5	18,61	68,93		-10,35	1
10.08.2016 12:35	10	80	resp	sun	elev3000	tt0	1	25,15	69,05		-9,69	0,97
10.08.2016 13:37	10	80	resp	sun	elev3000	tt0	2	22,61	69,04		-5,82	1
10.08.2016 13:50	10	80	resp	sun	elev3000	tt0	3	24,11	69,01		-12,02	0,98
10.08.2016 14:43	10	80	resp	sun	elev3000	tt0	6	18,11	68,91		-26,42	1
10.08.2016 15:21	10	80	resp	sun	elev3000	tt0	7	18,61	68,92		-18,52	1
10.08.2016 17:06	10	80	resp	sun	elev3000	tt0	5	17,11	68,92		-3,94	0,92
10.08.2016 12:13	10	80	resp	sun	elev3000	tt1	1	31,61	69,05		-9,84	0,98
10.08.2016 13:30	10	60	resp	sun	elev3000	tt1	2	23,61	69,02		-5,01	0,99
10.08.2016 15:10	30	80	resp	sun	elev3000	tt1	7	18,11	68,91		-4,82	0,95
10.08.2016 17:10	10	80	resp	sun	elev3000	tt1	5	17,11	68,92		-6,52	1
10.08.2016 12:06	10	60	resp	sun	elev3000	tt3	1	24,61	69,02		-10,99	0,98
10.08.2016 12:42	10	80	resp	sun	elev3000	tt3	2	27,61	69,02		-14,93	0,99
10.08.2016 13:44	10	80	resp	sun	elev3000	tt3	3	22,61	69,01		-15,69	0,98
10.08.2016 14:12	10	80	resp	sun	elev3000	tt3	4	20,87	68,99		-11,48	0,99
10.08.2016 14:29	10	80	resp	sun	elev3000	tt3	5	19,06	68,95		-12,12	0,99
10.08.2016 14:36	10	70	resp	sun	elev3000	tt3	6	18,61	68,92		-9,49	0,96
10.08.2016 15:02	10	80	resp	sun	elev3000	tt3	7	18,11	68,91		-15,57	0,99
11.08.2016 13:34	1	60	resp	sun	elev3500	c	3	31,61	65,84		-2,35	0,93
11.08.2016 14:09	10	80	resp	sun	elev3500	c	1	26,75	65,68		-7,15	0,99
11.08.2016 15:25	10	70	resp	sun	elev3500	c	2	21,11	65,66		-4,38	0,99
11.08.2016 16:05	30	80	resp	sun	elev3500	c	4	19,09	65,66		-6,79	0,98
11.08.2016 16:30	10	80	resp	sun	elev3500	c	7	22,11	65,68		-1,86	0,94
11.08.2016 16:55	10	80	resp	sun	elev3500	c	6	22,11	65,68		-9,18	1
11.08.2016 17:19	10	80	resp	sun	elev3500	c	5	22,11	65,68		-5,9	0,99
11.08.2016 13:54	10	80	resp	sun	elev3500	otc	3	28,08	65,69		-2,08	0,98
11.08.2016 14:38	10	80	resp	sun	elev3500	otc	1	22,61	65,62		-9,2	0,99
11.08.2016 15:08	10	80	resp	sun	elev3500	otc	2	20,61	65,64		-2,6	0,84
11.08.2016 15:49	10	80	resp	sun	elev3500	otc	4	19,11	65,66		-6,43	1
11.08.2016 16:40	1	80	resp	sun	elev3500	otc	7	22,11	65,68		0	0,93
11.08.2016 17:06	10	80	resp	sun	elev3500	otc	5	22,11	65,68		-8,83	1
11.08.2016 17:41	10	80	resp	sun	elev3500	otc	6	22,11	65,68		-13,09	1
11.08.2016 13:20	1	30	resp	sun	elev3500	tt0	4	29,48	65,97		-3,24	0,99
11.08.2016 13:46	10	80	resp	sun	elev3500	tt0	3	32,11	65,72		-0,99	0,94
11.08.2016 14:02	10	70	resp	sun	elev3500	tt0	1	26,71	65,67		-4,99	0,98
11.08.2016 15:16	1	80	resp	sun	elev3500	tt0	2	20,14	65,65		-1,12	0,64
11.08.2016 17:12	10	70	resp	sun	elev3500	tt0	5	22,11	65,68		-11,1	1
11.08.2016 17:33	10	80	resp	sun	elev3500	tt0	6	22,11	65,68		-6,64	1
11.08.2016 13:27	10	80	resp	sun	elev3500	tt1	3	29,96	65,91		-8,94	0,99
11.08.2016 14:19	10	80	resp	sun	elev3500	tt1	1	26,04	65,66		-6,56	0,99
11.08.2016 15:33	10	80	resp	sun	elev3500	tt1	2	20,4	65,66		-10,23	1
11.08.2016 16:13	10	80	resp	sun	elev3500	tt1	4	19,74	65,67		-15,55	1
11.08.2016 16:22	1	80	resp	sun	elev3500	tt1	7	20,25	65,67		0	0,77
11.08.2016 13:40	10	70	resp	sun	elev3500	tt2	3	31,01	65,77		-6,45	1
11.08.2016 14:26	10	60	resp	sun	elev3500	tt2	1	24,11	65,65		-12,29	0,96
11.08.2016 15:40	10	80	resp	sun	elev3500	tt2	2	19,06	65,64		-7,04	1
11.08.2016 15:57	10	80	resp	sun	elev3500	tt2	4	19,06	65,67		-9,05	1
11.08.2016 16:48	10	80	resp	sun	elev3500	tt2	6	22,11	65,68		-9,3	1
11.08.2016 17:26	1	80	resp	sun	elev3500	tt2	5	22,11	65,68		-1,66	0,8
12.08.2016 09:49	10	80	resp	sun	elev3850	c	1	22,67	62,81		-11,3	1
12.08.2016 10:19	10	80	resp	sun	elev3850	c	2	20,61	62,82		-5,31	1
12.08.2016 10:33	10	80	resp	sun	elev3850	c	3	20,61	62,79		-6,45	1
12.08.2016 11:46	10	80	resp	sun	elev3850	c	4	25,61	62,77		-6,64	1
12.08.2016 12:36	10	80	resp	sun	elev3850	c	5	17,99	62,76		-5,47	0,98
12.08.2016 13:11	10	80	resp	sun	elev3850	c	6	17,61	62,71		-11,96	1
12.08.2016 13:26	10	80	resp	sun	elev3850	c	7	17,61	62,71		-2,93	0,98
12.08.2016 10:13	10	80	resp	sun	elev3850	otc	1	21,61	62,82		-2,02	0,96
12.08.2016 10:57	10	80	resp	sun	elev3850	otc	2	17,61	62,73		-10,71	1
12.08.2016 11:18	10	80	resp	sun	elev3850	otc	3	20,11	62,79		-10,45	1
12.08.2016 11:39	10	80	resp	sun	elev3850	otc	4	23,99	62,76		-7,54	1
12.08.2016 12:07	10	80	resp	sun	elev3850	otc	5	27,11	62,78		-8,87	1
12.08.2016 13:18	10	80	resp	sun	elev3850	otc	6	17,61	62,71		-6,91	0,99
12.08.2016 13:39	10	80	resp	sun	elev3850	otc	7	17,61	62,71		-8,93	1
12.08.2016 09:57	10	80	resp	sun	elev3850	tt0	1	23,51	62,82		-5,49	1
12.08.2016 11:04	10	80	resp	sun	elev3850	tt0	2	17,8	62,74		-9,34	1
12.08.2016 11:25	10	80	resp	sun	elev3850	tt0	3	21,34	62,77		-7,41	0,99
12.08.2016 12:00	10	80	resp	sun	elev3850	tt0	4	26,37	62,78		-32,66	1
12.08.2016 12:13	10	80	resp	sun	elev3850	tt0	5	25,94	62,78		-6,31	0,98
12.08.2016 13:05	10	80	resp	sun	elev3850	tt0	6	17,61	62,71		-7,84	0,99
12.08.2016 13:46	10	80	resp	sun	elev3850	tt0	7	17,61	62,71		-4,2	0,97
12.08.2016 10:05	10	80	resp	sun	elev3850	tt1	1	22,8	62,82		-4,85	1
12.08.2016 10:26	10	80	resp	sun	elev3850	tt1	2	19,74	62,81		-18,8	0,99
12.08.2016 10:39	10	80	resp	sun	elev3850	tt1	3	19,68	62,8		-16,26	1
12.08.2016 11:31	10	80	resp	sun	elev3850	tt1	4	22,76	62,8		-5,68	0,99
12.08.2016 12:21	10	80	resp	sun	elev3850	tt1	5	23,77	62,74		-10,14	1
12.08.2016 12:57	10	80	resp	sun	elev3850	tt1	6	17,11	62,7		-11,89	0,99
12.08.2016 13:32	10	50	resp	sun	elev3850	tt1	7	17,61	62,71		-5,55	0,99
12.08.2016 10:47	10	80	resp	sun	elev3850	tt2	3	19,11	62,79		-9,26	1
12.08.2016 11:11	10	80	resp	sun	elev3850	tt2	2	19,11	62,77		-15,32	1
12.08.2016 11:53	10	70	resp	sun	elev3850	tt2	4	25,61	62,79		-3,64	0,97
12.08.2016 12:29	10	80	resp	sun	elev3850	tt2	5	21,29	62,74		-13,29	1
12.08.2016 12:42	10	80	resp	sun	elev3850	tt2	6	16,66	62,77		-14,34	0,99
12.08.2016 12:50	10	80	resp	sun	elev3850	tt2	7	16,61	62,76		-10,72	0,98
12.08.2016 14:00	10	80	resp	sun	elev3850	tt2	1	17,61	62,71		-7,65	1
13.08.2016 10:37	10	80	resp	sun	elev4100	c	1	17,92	60,87		-6,01	0,99
13.08.2016 11:51	10	80	resp	sun	elev4100	c	3	20,15	60,83		-6,89	1
13.08.2016 12:21	10	80	resp	sun	elev4100	c	4	21,11	60,85		-2,99	0,97
13.08.2016 13:25	10	80	resp	sun	elev4100	c	5	20,61	60,84		-3,35	1
13.08.2016 11:08	10	80	resp	sun	elev4100	otc	1	16,71	60,87		-6,18	1
13.08.2016 11:15	10	80	resp	sun	elev4100	otc	2	18,11	60,85		-5,7	0,99
13.08.2016 11:37	10	80	resp	sun	elev4100	otc	2	19,06	60,85		-0,89	0,86
13.08.2016 11:57	20	80	resp	sun	elev4100	otc	3	19,09	60,85		-3,1	0,99
13.08.2016 13:19	10	80	resp	sun	elev4100	otc	4	20,61	60,84		-4	1
13.08.2016 13:37	10	80	resp	sun	elev4100	otc	5	20,61	60,84		-7,6	1
13.08.2016 10:53	10	80	resp	sun	elev4100	tt0	1	16,99	60,88		-5,2	0,99
13.08.2016 12:05	10	80	resp	sun	elev4100	tt0	3	20,38	60,85		-7,23	1
13.08.2016 12:37	1	80	resp	sun	elev4100	tt0	4	20,61	60,84		-0,3	0,15
13.08.2016 12:54	10	80	resp	sun	elev4100	tt0	5	20,61	60,84		-5,61	0,99
13.08.2016 13:47	20	80	resp	sun	elev4100	tt0	2	20,61	60,84		-1,73	0,94
13.08.2016 10:30	10	80	resp	sun	elev4100	tt2	1	18,61	60,87		-3,74	0,99
13.08.2016 11:29	10	80	resp	sun	elev4100	tt2	2	20,11	60,85		-14,34	1
13.08.2016 11:44	10	60	resp	sun	elev4100	tt2	3	19,06	60,84		-1,46	0,97
13.08.2016 12:46	10	80	resp	sun	elev4100	tt2	4	20,61	60,84		-4,47	0,99
13.08.2016 13:09	10	80	resp	sun	elev4100	tt2	5	20,61	60,84		-4,14	0,95
13.08.2016 11:00	10	80	resp	sun	elev4100	tt4	1	16,61	60,86		-2,67	0,94
13.08.2016 11:22	10	80	resp	sun	elev4100	tt4	2	19,11	60,85		-5,73	0,98
13.08.2016 12:13	1	50	resp	sun	elev4100	tt4	3	19,06	60,86		-3,65	0,99
13.08.2016 12:29	1	75	resp	sun	elev4100	tt4	4	21,11	60,83		-2,68	0,99
13.08.2016 13:02	10	80	resp	sun	elev4100	tt4	5	20,61	60,84		-6,08	1
10.08.2016 12:37	10	150	photo	inge	elev3000	c	5	26,46	69,04	2708,55	3,23	0,98
10.08.2016 12:27	60	180	photo	inge	elev3000	otc	6	28,11	69,05	1141,31	0,71	0,82
10.08.2016 11:52	50	150	photo	inge	elev3000	tt0	7	24,61	69,02	946,98	-4,49	0,91
10.08.2016 11:35	50	150	photo	inge	elev3000	tt3	7	24,61	69,02	1504,56	-2,14	0,64
10.08.2016 13:46	40	100	photo	inge	elev3000	c	4	23,33	69,03	1067,86	2,85	0,81
10.08.2016 13:17	40	140	photo	inge	elev3000	c	7	24,11	69,02	890,29	-4,26	0,97
10.08.2016 12:40	10	150	resp	inge	elev3000	c	5	27,79	69,02	9,96	-12,94	0,98
10.08.2016 12:31	50	150	resp	inge	elev3000	otc	6	25,47	69,05	5,12	-2,98	0,95
10.08.2016 11:55	10	140	resp	inge	elev3000	tt0	7	24,61	69,02	3,67	-17,37	0,99
10.08.2016 11:48	10	130	resp	inge	elev3000	tt1	7	24,61	69,02	3,68	-3,2	0,91
10.08.2016 11:39	10	120	resp	inge	elev3000	tt3	7	24,61	69,02	5,38	-13,47	0,98
10.08.2016 13:21	10	130	resp	inge	elev3000	c	7	24,11	69,02	3,80	-11,2	0,99
10.08.2016 13:50	40	110	photo	inge	elev3000	c	4	24,11	69,01	881,32	-0,69	0,13
10.08.2016 13:54	30	100	photo	inge	elev3000	c	4	23,61	69,01	859,16	-6,51	0,94
10.08.2016 13:09	50	150	photo	inge	elev3000	otc	5	26,61	68,96	1080,07	-2,85	0,92
10.08.2016 13:25	20	120	photo	inge	elev3000	otc	7	24,11	69,02	726,22	-5,48	0,97
10.08.2016 14:02	20	90	photo	inge	elev3000	tt0	4	22,11	68,98	676,26	-19,1	0,97
10.08.2016 13:39	20	100	photo	inge	elev3000	tt0	5	22,8	69,03	920,98	-0,51	0,24
10.08.2016 10:50	20	150	photo	inge	elev3000	tt0	6	24,61	69,02	1272,44	-6,34	0,97
10.08.2016 13:54	40	100	photo	inge	elev3000	c	4	23,61	69,01	856,66	-6,14	0,91
10.08.2016 13:57	10	150	resp	inge	elev3000	c	4	23,52	68,96	2,58	-17,97	0,99
10.08.2016 13:13	10	90	resp	inge	elev3000	otc	5	24,45	69,01	4,44	-4,52	0,93
10.08.2016 13:28	20	120	resp	inge	elev3000	otc	7	23,64	69,02	4,03	-9,96	0,97
