11.08.16 12:15:01,C,30,111
11.08.16 12:15:06,C,30,111
11.08.16 12:15:11,C,30,111
11.08.16 12:15:16,C,30,111
11.08.16 12:15:21,C,30,111
11.08.16 12:15:26,C,30,111
11.08.16 12:15:31,C,30,111
11.08.16 12:15:36,C,30,111
11.08.16 12:15:41,C,30,111
11.08.16 12:15:46,C,30,111
11.08.16 12:15:51,C,30,111
11.08.16 12:15:56,C,30,111
11.08.16 12:16:01,C,30,111
11.08.16 12:16:06,C,30,111
11.08.16 12:16:11,C,30,111
11.08.16 12:16:16,C,30,111
11.08.16 12:16:21,C,30,111
11.08.16 12:16:26,C,30,111
11.08.16 12:16:31,C,30,111
11.08.16 12:16:36,C,30,111
11.08.16 12:16:41,C,29,611
11.08.16 12:16:46,C,29,611
11.08.16 12:16:51,C,29,611
11.08.16 12:16:56,C,29,611
11.08.16 12:17:01,C,29,611
11.08.16 12:17:06,C,29,611
11.08.16 12:17:11,C,29,611
11.08.16 12:17:16,C,29,611
11.08.16 12:17:21,C,29,611
11.08.16 12:17:26,C,29,112
11.08.16 12:17:31,C,29,112
11.08.16 12:17:36,C,29,112
11.08.16 12:17:41,C,29,112
11.08.16 12:17:46,C,29,112
11.08.16 12:17:51,C,29,112
11.08.16 12:17:56,C,29,112
11.08.16 12:18:01,C,29,112
11.08.16 12:18:06,C,29,112
11.08.16 12:18:11,C,29,112
11.08.16 12:18:16,C,29,112
11.08.16 12:18:21,C,28,612
11.08.16 12:18:26,C,28,612
11.08.16 12:18:31,C,28,612
11.08.16 12:18:36,C,28,612
11.08.16 12:18:41,C,28,612
11.08.16 12:18:46,C,28,612
11.08.16 12:18:51,C,28,612
11.08.16 12:18:56,C,28,612
11.08.16 12:19:01,C,28,612
11.08.16 12:19:06,C,28,612
11.08.16 12:19:11,C,28,612
11.08.16 12:19:16,C,28,612
11.08.16 12:19:21,C,28,612
11.08.16 12:19:26,C,28,612
11.08.16 12:19:31,C,28,612
11.08.16 12:19:36,C,28,612
11.08.16 12:19:41,C,28,612
11.08.16 12:19:46,C,28,612
11.08.16 12:19:51,C,28,612
11.08.16 12:19:56,C,28,612
11.08.16 12:20:01,C,28,612
11.08.16 12:20:06,C,28,612
11.08.16 12:20:11,C,28,612
11.08.16 12:20:16,C,28,612
11.08.16 12:20:21,C,28,612
11.08.16 12:20:26,C,28,612
11.08.16 12:20:31,C,29,112
11.08.16 12:20:36,C,29,112
11.08.16 12:20:41,C,29,112
11.08.16 12:20:46,C,29,112
11.08.16 12:20:51,C,29,112
11.08.16 12:20:56,C,29,112
11.08.16 12:21:01,C,29,112
11.08.16 12:21:06,C,29,611
11.08.16 12:21:11,C,29,611
11.08.16 12:21:16,C,29,611
11.08.16 12:21:21,C,29,611
11.08.16 12:21:26,C,29,611
11.08.16 12:21:31,C,29,611
11.08.16 12:21:36,C,29,611
11.08.16 12:21:41,C,30,111
11.08.16 12:21:46,C,30,111
11.08.16 12:21:51,C,30,111
11.08.16 12:21:56,C,30,111
11.08.16 12:22:01,C,30,111
11.08.16 12:22:06,C,30,111
11.08.16 12:22:11,C,30,111
11.08.16 12:22:16,C,30,111
11.08.16 12:22:21,C,30,111
11.08.16 12:22:26,C,30,111
11.08.16 12:22:31,C,30,61
11.08.16 12:22:36,C,30,61
11.08.16 12:22:41,C,30,61
11.08.16 12:22:46,C,30,61
11.08.16 12:22:51,C,30,61
11.08.16 12:22:56,C,30,111
11.08.16 12:23:01,C,30,111
11.08.16 12:23:06,C,30,111
11.08.16 12:23:11,C,30,111
11.08.16 12:23:16,C,30,111
11.08.16 12:23:21,C,30,111
11.08.16 12:23:26,C,30,111
11.08.16 12:23:31,C,30,111
11.08.16 12:23:36,C,30,111
11.08.16 12:23:41,C,30,111
11.08.16 12:23:46,C,29,611
11.08.16 12:23:51,C,29,611
11.08.16 12:23:56,C,29,611
11.08.16 12:24:01,C,29,611
11.08.16 12:24:06,C,29,611
11.08.16 12:24:11,C,29,611
11.08.16 12:24:16,C,29,611
11.08.16 12:24:21,C,29,611
11.08.16 12:24:26,C,29,611
11.08.16 12:24:31,C,29,112
11.08.16 12:24:36,C,29,112
11.08.16 12:24:41,C,29,112
11.08.16 12:24:46,C,29,112
11.08.16 12:24:51,C,29,112
11.08.16 12:24:56,C,29,112
11.08.16 12:25:01,C,29,112
11.08.16 12:25:06,C,29,112
11.08.16 12:25:11,C,29,112
11.08.16 12:25:16,C,29,112
11.08.16 12:25:21,C,28,612
11.08.16 12:25:26,C,28,612
11.08.16 12:25:31,C,28,612
11.08.16 12:25:36,C,28,612
11.08.16 12:25:41,C,28,612
11.08.16 12:25:46,C,28,612
11.08.16 12:25:51,C,28,612
11.08.16 12:25:56,C,28,612
11.08.16 12:26:01,C,28,612
11.08.16 12:26:06,C,28,612
11.08.16 12:26:11,C,28,612
11.08.16 12:26:16,C,28,612
11.08.16 12:26:21,C,28,612
11.08.16 12:26:26,C,28,612
11.08.16 12:26:31,C,28,112
11.08.16 12:26:36,C,28,112
11.08.16 12:26:41,C,28,112
11.08.16 12:26:46,C,28,112
11.08.16 12:26:51,C,28,112
